refs/remotes/origin/master-1.0,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.2,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.4,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.6,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.8,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.10,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-1.12,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
refs/remotes/origin/master-2.0,"CFLAGS='-save-temps=obj -g -pg' LDFLAGS='-g -pg'"
