CVE-2014-4609,01/01/0001
CVE-2014-4610,01/01/0001
CVE-2013-0870,01/01/0001
CVE-2012-5150,01/15/2013
CVE-2013-0894,02/23/2012
CVE-2012-5359,01/01/0001
CVE-2012-5360,01/01/0001
CVE-2012-5361,01/01/0001
CVE-2012-0947,08/20/2012
CVE-2012-2771,01/01/0001
CVE-2012-2773,01/01/0001
CVE-2012-2778,01/01/0001
CVE-2012-2780,01/01/0001
CVE-2012-2781,01/01/0001
CVE-2012-2805,01/01/0001
CVE-2011-3895,11/11/2011
CVE-2011-3893,11/11/2011
CVE-2011-3892,11/11/2011
CVE-2008-4610,10/20/2008
